# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Aug 17 16:27:30 2015
#
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_kepmag:     Kepler-band [mag]
# COLUMN koi_jmag:       J-band [mag]
#
rowid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_teq,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_jmag
4794,K03744.01,,FALSE POSITIVE,0.852890417000,1.582200,1.66710,12600.0000,1385.0,4970.00,4.665,0.5910,15.770,14.219
4795,K03745.01,,FALSE POSITIVE,7.453249970000,1.178700,4.11020,46708.0000,932.0,5780.00,4.438,1.0000,17.300,16.735
4796,K03746.01,,FALSE POSITIVE,2.929305092000,1.019200,6.74140,118326.0000,1272.0,5780.00,4.438,1.0000,17.382,
4797,K03747.01,,FALSE POSITIVE,5.508146680000,1.160200,3.55080,44808.0000,778.0,5193.00,4.689,0.6210,17.065,15.590
4798,K03747.02,,FALSE POSITIVE,19.226055000000,0.257900,2.94900,3266.0000,513.0,5193.00,4.689,0.6210,17.065,15.590
4799,K03748.01,,FALSE POSITIVE,2.050435126000,4.655200,7.70630,7490.6000,1278.0,5440.00,4.496,0.8250,14.808,13.467
4800,K03748.02,,FALSE POSITIVE,2.024879340000,0.379700,1.62100,145.8000,1284.0,5440.00,4.496,0.8250,14.808,13.467
4801,K03749.01,,CANDIDATE,10.727304010000,0.981300,1.71830,63168.0000,292.0,3311.00,5.050,0.2250,16.415,13.726
4802,K03750.01,,FALSE POSITIVE,1.507102348000,1.285400,6.27190,7622.9000,1575.0,5884.00,4.453,0.8760,14.848,13.606
4803,K03751.01,,FALSE POSITIVE,1.274840974000,4.016700,2.57381,55775.0000,2023.0,6211.00,4.247,1.2810,14.034,12.789
4804,K03752.01,,FALSE POSITIVE,1.433262312000,1.223600,5.99920,6297.6000,1770.0,5977.00,4.318,1.0680,14.888,13.608
4805,K03753.01,,FALSE POSITIVE,0.782047843000,0.778500,2.06480,193692.0000,1371.0,4768.00,4.661,0.5910,16.784,15.025
4806,K03754.01,,FALSE POSITIVE,5.663602963000,0.863000,1.54900,208034.0000,1021.0,5780.00,4.438,1.0000,17.930,15.724
4807,K03755.01,,FALSE POSITIVE,18.076609140000,1.032800,3.15450,83783.0000,533.0,4848.00,4.550,0.7640,16.636,14.844
4808,K03756.01,,CANDIDATE,6.471754334000,0.001500,7.12550,6359.8000,1338.0,6318.00,4.079,1.6850,14.350,13.832
4809,K03757.01,,FALSE POSITIVE,1.986637503000,9.225000,3.71510,71331.0000,3236.0,9191.00,3.973,2.6190,14.726,14.187
4810,K03758.01,,FALSE POSITIVE,13.542038200000,0.933500,4.92000,33913.0000,727.0,5496.00,4.405,0.9270,16.900,15.344
4811,K03759.01,,FALSE POSITIVE,7.549306159000,1.261200,2.33010,10534.4000,790.0,5377.00,4.581,0.8140,15.992,14.605
4812,K03760.01,,FALSE POSITIVE,0.775445260000,1.238100,1.92642,9611.1000,1888.0,5870.00,4.545,0.8670,15.640,14.384
4813,K03761.01,,FALSE POSITIVE,164.961620000000,1.412400,17.85000,24504.0000,252.0,5001.00,4.603,0.6640,15.473,13.867
4814,K03762.01,,CANDIDATE,240.798939700000,0.635600,16.44200,5396.4000,283.0,5911.00,4.530,0.8870,14.822,13.642
4815,K03763.01,,FALSE POSITIVE,0.888584571000,0.288400,2.31968,561585.0000,1210.0,4324.00,4.639,0.6160,17.375,15.029
4816,K03764.01,,FALSE POSITIVE,1.303570428000,0.478100,2.33291,379046.0000,2719.0,4884.00,3.279,3.5840,15.832,13.965
4817,K03765.01,,FALSE POSITIVE,0.865958466000,2.709900,1.93210,326584.0000,1164.0,4561.00,4.788,0.4690,16.440,14.614
4818,K03766.01,,FALSE POSITIVE,0.594276199000,4.038000,2.01880,220745.0000,1564.0,4756.00,4.603,0.6670,15.985,14.084
4819,K03767.01,,CANDIDATE,6.714251076000,0.516700,3.36850,40651.0000,808.0,5159.00,4.508,0.8000,17.376,15.654
4820,K03768.01,,FALSE POSITIVE,11.354984393000,0.306900,14.15380,19778.0000,534.0,4594.00,4.679,0.5670,14.772,13.056
4821,K03769.01,,FALSE POSITIVE,1.195514829000,0.856800,5.56550,6392.6000,1957.0,6040.00,4.271,1.1550,13.998,12.805
4822,K03770.01,,CANDIDATE,2.607213480000,0.696600,2.68560,3315.1000,1545.0,6357.00,4.370,1.2170,14.103,13.132
4823,K03771.01,,FALSE POSITIVE,5.801842465000,0.386700,3.90040,21336.0000,989.0,5687.00,4.426,0.9210,16.605,15.166
4824,K03772.01,,FALSE POSITIVE,2.384050872000,0.586600,3.32530,360350.0000,1363.0,5780.00,4.438,1.0000,19.319,
4825,K03773.01,,CANDIDATE,1.103978001000,25.004200,1.38578,96054.0000,818.0,3605.00,4.830,0.4180,17.362,15.003
4826,K03774.01,,FALSE POSITIVE,3.722772640000,1.267200,15.86900,1114.6000,945.0,5333.00,4.633,0.6880,15.673,14.271
4827,K03775.01,,FALSE POSITIVE,0.752158138000,1.116800,2.43881,52057.0000,2867.0,5770.00,3.844,2.2210,14.082,12.731
4828,K03776.01,,FALSE POSITIVE,3.796481434000,6.282700,10.06360,4625.0000,1234.0,6137.00,4.460,1.0180,15.534,14.412
4829,K03777.01,,FALSE POSITIVE,17.747446100000,1.196400,5.11000,872.8000,1998.0,8992.00,3.535,4.8320,11.500,10.961
4830,K03778.01,,FALSE POSITIVE,3.539630639000,1.197800,1.50600,1263.3000,1790.0,7033.00,4.110,1.6310,12.305,11.469
4831,K03779.01,,FALSE POSITIVE,6.195860455000,24.693100,2.57510,4774.3000,887.0,5601.00,4.562,0.8180,15.431,14.049
4832,K03780.01,,CANDIDATE,27.961477100000,1.466300,3.94190,6499.8000,796.0,6770.00,4.249,1.3610,14.069,13.070
4833,K03781.01,,FALSE POSITIVE,2.882374100000,1.118900,15.95000,35872.0000,2913.0,4705.00,2.667,8.0580,12.812,11.017
4834,K03782.01,,CANDIDATE,186.517042000000,0.960900,3.17680,5828.1000,452.0,5018.00,3.639,2.9900,13.529,11.929
4835,K03783.01,,CANDIDATE,197.145527700000,1.197200,2.11720,5716.0000,498.0,7214.00,4.093,1.9350,12.962,12.181
4836,K03784.01,,CANDIDATE,23.870663000000,1.366400,3.49350,6688.5000,711.0,6022.00,4.308,1.1660,14.219,13.076
4837,K03785.01,,FALSE POSITIVE,6.282037340000,1.329700,8.09640,1624.0000,1386.0,6622.00,4.109,1.5880,11.059,10.166
4838,K03786.01,,FALSE POSITIVE,0.974303424000,1.166600,2.10960,39608.0000,1660.0,5695.00,4.569,0.7990,15.783,14.460
4839,K03787.01,,CANDIDATE,141.734027300000,14.670800,1.63460,8240.4000,380.0,5993.00,4.355,1.0990,13.891,12.757
4840,K03788.01,,FALSE POSITIVE,5.552645413000,0.944400,3.85060,2005.5000,6383.0,3314.00,0.326,123.7240,9.687,6.497
4841,K03789.01,,FALSE POSITIVE,2.347491498000,1.047400,21.95700,86897.0000,1503.0,5891.00,4.305,1.1380,14.177,12.943
4842,K03790.01,,CANDIDATE,0.890745321000,0.910900,1.87540,146107.0000,1890.0,5780.00,4.438,1.0000,18.590,
4843,K03791.01,,CANDIDATE,440.786134000000,0.212000,21.26800,2268.9000,308.0,6340.00,4.163,1.3930,13.771,12.667
4844,K03791.02,,CANDIDATE,220.130335700000,0.046800,21.44500,1890.1000,389.0,6340.00,4.163,1.3930,13.771,12.667
4845,K03792.01,,FALSE POSITIVE,2.723857914000,0.566500,1.32830,4317.7000,898.0,4411.00,4.573,0.7300,15.561,13.560
4846,K03793.01,,FALSE POSITIVE,0.635442272000,0.858600,1.92719,179555.0000,2117.0,5780.00,4.438,1.0000,16.675,15.651
4847,K03794.01,,CANDIDATE,0.653553572000,0.882900,1.53990,4347.8000,1436.0,4550.00,4.622,0.6600,15.692,14.021
4848,K03795.01,,FALSE POSITIVE,1.873380396000,0.244600,10.20900,557900.0000,1668.0,5992.00,4.283,1.1710,14.807,13.370
4849,K03796.01,,FALSE POSITIVE,1.873379917000,0.892600,9.00220,6686.2000,3454.0,4897.00,2.769,9.4070,12.708,10.935
4850,K03797.01,,FALSE POSITIVE,7.500232990000,23.177800,3.55900,620.5000,901.0,5849.00,4.517,0.9190,13.610,12.476
4851,K03798.01,,FALSE POSITIVE,2.991884165000,0.931400,7.05710,2347.5000,1209.0,5750.00,4.464,0.8390,14.011,12.798
4852,K03799.01,,FALSE POSITIVE,1.327470686000,0.864600,5.07870,7121.3000,1394.0,5232.00,4.519,0.7770,15.818,14.345
4853,K03800.01,,FALSE POSITIVE,1.247159091000,34.681500,2.53170,189654.0000,4122.0,4770.00,2.605,9.6700,17.474,15.566
4854,K03801.01,,CANDIDATE,288.313009900000,0.555200,5.50500,12823.0000,269.0,5825.00,4.504,0.9650,15.999,14.725
4855,K03802.01,,FALSE POSITIVE,2.119111618000,1.274100,7.87490,1725.9000,1598.0,6276.00,4.385,1.1060,13.835,12.819
4856,K03803.01,,FALSE POSITIVE,14.541788330000,0.951600,5.73100,1580.7000,1275.0,5277.00,3.426,4.1680,13.763,12.186
4857,K03804.01,,FALSE POSITIVE,2.817467980000,1.544400,2.16240,4000.8000,1495.0,6313.00,4.325,1.0980,14.248,13.127
4858,K03805.01,,CANDIDATE,56.699482680000,1.281800,7.48840,9747.1000,1325.0,4831.00,2.488,15.6370,11.356,9.602
4859,K03806.01,,FALSE POSITIVE,161.254237000000,0.880900,22.50500,2401.4000,303.0,5555.00,4.502,0.8110,14.178,12.909
4860,K03807.01,,FALSE POSITIVE,1.801862410000,0.794200,8.06620,198803.0000,2720.0,7479.00,3.919,2.3240,12.796,11.969
4861,K03808.01,,FALSE POSITIVE,54.771279090000,0.621800,37.29380,7694.9000,777.0,5145.00,3.466,3.8660,13.939,12.372
4862,K03809.01,,FALSE POSITIVE,1.674690003000,0.959700,1.96530,922.4000,1814.0,6397.00,4.331,1.1570,13.593,12.551
4863,K03810.01,,CANDIDATE,1.013777428000,1.339100,1.29610,38287.0000,828.0,3644.00,4.872,0.3900,16.758,14.425
4864,K03811.01,,CANDIDATE,290.140244800000,0.917700,2.13170,4805.0000,245.0,5551.00,4.518,0.7630,13.906,12.640
4865,K03812.01,,FALSE POSITIVE,1.785279630000,1.265400,6.32250,3169.2000,1771.0,6484.00,4.377,1.1730,14.026,12.949
4866,K03813.01,,CANDIDATE,4.859199300000,0.928800,3.82350,2451.6000,1270.0,6517.00,4.382,1.1590,14.113,13.108
4867,K03814.01,,FALSE POSITIVE,5.950786764000,0.869600,5.50800,843.5000,2365.0,5122.00,2.886,9.8280,12.861,11.214
4868,K03815.01,,CANDIDATE,4.742556359000,0.919500,1.24380,3561.8000,1166.0,6167.00,4.444,1.0640,15.432,14.310
4869,K03816.01,,FALSE POSITIVE,9.449412370000,1.394100,6.25230,1270.8000,1191.0,5092.00,3.689,2.6640,13.819,12.205
4870,K03817.01,,FALSE POSITIVE,0.933489316000,1.304000,1.44627,15788.8000,1982.0,5758.00,4.307,1.0840,16.428,14.939
4871,K03818.01,,FALSE POSITIVE,1.908527249000,0.134400,4.17100,309.2000,3193.0,9174.00,4.013,2.4710,11.721,11.316
4872,K03819.01,,FALSE POSITIVE,0.867721081000,2.630900,2.97997,110769.0000,2087.0,5510.00,4.186,1.2760,16.090,14.142
4873,K03820.01,,FALSE POSITIVE,161.250252000000,0.873500,22.86800,3429.2000,319.0,5992.00,4.571,0.8160,14.720,13.530
4874,K03821.01,,FALSE POSITIVE,0.569115076000,0.306300,3.50283,705999.0000,3403.0,7172.00,4.107,1.7700,16.747,15.604
4875,K03822.01,,FALSE POSITIVE,2.529073026000,0.814200,1.64560,2195.2000,1141.0,5461.00,4.589,0.7690,15.573,14.262
4876,K03823.01,,CANDIDATE,202.117533000000,0.896500,4.61680,2820.6000,293.0,5817.00,4.544,0.8700,13.922,12.769
4877,K03824.01,,FALSE POSITIVE,0.916327160000,0.929100,3.16090,115724.0000,1918.0,6046.00,4.486,0.9720,15.896,14.646
4878,K03825.01,,FALSE POSITIVE,2.845748719000,0.004100,12.87740,615632.0000,1666.0,5641.00,3.948,1.7760,15.833,14.401
4879,K03826.01,,FALSE POSITIVE,2.301197405000,1.271900,26.23200,2968.6000,1259.0,5653.00,4.551,0.8570,15.818,14.490
4880,K03827.01,,FALSE POSITIVE,337.377514000000,1.245000,12.13600,6110.0000,271.0,6029.00,4.452,0.9980,15.360,14.155
4881,K03827.02,,FALSE POSITIVE,389.280750440000,,12.52000,,,,,,15.360,14.155
4882,K03828.01,,FALSE POSITIVE,8.589742340000,1.218500,9.16500,1233.2000,828.0,5697.00,4.539,0.8920,14.649,13.352
4883,K03829.01,,FALSE POSITIVE,3.886738511000,0.001300,14.86850,365933.0000,1158.0,5780.00,4.438,1.0000,16.810,16.530
4884,K03830.01,,FALSE POSITIVE,1.031099958000,0.032900,3.00940,165516.0000,1592.0,5661.00,4.589,0.7600,17.022,15.616
4885,K03831.01,,FALSE POSITIVE,0.597933120000,0.587300,3.33245,334567.0000,2163.0,5780.00,4.438,1.0000,16.377,15.627
4886,K03832.01,,FALSE POSITIVE,5.366490360000,0.905500,8.43400,5882.0000,979.0,5850.00,4.555,0.8440,15.480,14.198
4887,K03833.01,,FALSE POSITIVE,49.569934700000,0.454700,64.22100,8129.6000,280.0,4042.00,4.717,0.5260,13.534,11.122
4888,K03834.01,,FALSE POSITIVE,1.540392852000,0.950400,3.08710,1025.2000,1210.0,4911.00,4.564,0.7240,14.449,12.889
4889,K03835.01,,CANDIDATE,47.148408050000,0.307400,3.06680,1139.8000,616.0,5089.00,3.872,1.9450,12.860,11.415
4890,K03836.01,,FALSE POSITIVE,3.467233730000,0.899100,10.48400,1872.9000,841.0,4969.00,4.713,0.5430,15.889,14.351
4891,K03837.01,,CANDIDATE,7.441302500000,1.333100,2.84390,2189.1000,1140.0,6540.00,4.314,1.1880,14.114,13.106
4892,K03838.01,,FALSE POSITIVE,4.618319270000,1.337800,3.61340,1286.1000,944.0,5432.00,4.573,0.8160,15.757,14.370
4893,K03839.01,,FALSE POSITIVE,0.677761087000,1.260100,3.44670,2359.3000,1903.0,5693.00,4.551,0.8560,14.382,13.118
4894,K03840.01,,FALSE POSITIVE,2.845745015000,0.948700,10.79180,33218.0000,1294.0,5982.00,4.493,0.9600,15.362,14.117
4895,K03841.01,,FALSE POSITIVE,1.527491126000,1.149100,7.43480,39359.0000,987.0,4273.00,4.652,0.5950,15.935,13.959
4896,K03842.01,,FALSE POSITIVE,0.614963936000,0.354600,2.03270,481955.0000,1460.0,4509.00,4.612,0.6630,17.453,15.602
4897,K03843.01,,FALSE POSITIVE,161.255001000000,0.847500,21.48900,2775.5000,295.0,5565.00,4.574,0.8020,15.397,14.021
4898,K03844.01,,FALSE POSITIVE,2.974165851000,0.578000,1.66990,153500.0000,1265.0,5780.00,4.438,1.0000,19.294,15.974
4899,K03845.01,,FALSE POSITIVE,15.841340920000,0.425100,1.40490,2260.5000,2252.0,4993.00,2.399,19.6950,13.724,12.038
4900,K03846.01,,FALSE POSITIVE,5.240781890000,3.628500,5.22190,843.0000,1080.0,6192.00,4.503,0.9170,14.483,13.355
4901,K03847.01,,FALSE POSITIVE,5.266412990000,0.942100,3.11250,180.7000,1243.0,6338.00,4.309,1.1960,12.859,11.840
4902,K03848.01,,CANDIDATE,1.847889171000,0.218300,1.89340,335.0000,1383.0,5770.00,4.552,0.8530,14.216,13.097
4903,K03849.01,,FALSE POSITIVE,0.604359124000,1.086800,1.05400,44642.0000,1003.0,3564.00,4.808,0.4400,16.182,13.648
4904,K03850.01,,FALSE POSITIVE,11.377542300000,8.616400,13.08100,1776.7000,1177.0,6943.00,4.162,1.6600,13.930,12.984
4905,K03851.01,,FALSE POSITIVE,0.798196939000,0.582500,2.17384,322248.0000,1961.0,5780.00,4.438,1.0000,17.579,16.247
4906,K03852.01,,FALSE POSITIVE,1.233070772000,0.316000,1.39660,1674.3000,1525.0,5614.00,4.561,0.8270,15.402,14.098
4907,K03853.01,,CANDIDATE,21.513071730000,93.404100,3.14520,1191.3000,1173.0,5081.00,3.265,4.8110,10.630,9.158
4908,K03854.01,,CANDIDATE,1.191049246000,8.795000,1.34960,1582.6000,1349.0,5089.00,4.580,0.6930,15.637,14.019
4909,K03855.01,,CANDIDATE,0.546248176000,0.903700,2.02720,177339.0000,2228.0,5780.00,4.438,1.0000,18.550,
4910,K03856.01,,CANDIDATE,1.811966641000,1.809300,3.71040,385.1000,2573.0,5904.00,3.602,3.3480,13.493,12.167
4911,K03857.01,,FALSE POSITIVE,0.532087872000,0.521100,3.14628,370564.0000,2245.0,5780.00,4.438,1.0000,18.852,
4912,K03858.01,,FALSE POSITIVE,3.204218371000,0.990400,2.74100,1062.8000,982.0,5147.00,4.608,0.7420,15.341,13.904
4913,K03859.01,,FALSE POSITIVE,0.687898217000,0.115500,3.90141,401227.0000,2061.0,5780.00,4.438,1.0000,17.490,
4914,K03860.01,,FALSE POSITIVE,2.178153820000,1.295600,3.51050,777.3000,1179.0,5513.00,4.625,0.7120,14.489,13.293
4915,K03861.01,,FALSE POSITIVE,0.994661834000,5.034300,1.57940,2039.8000,1900.0,5750.00,4.332,1.0210,14.997,13.654
4916,K03862.01,,FALSE POSITIVE,359.025780000000,0.426300,15.08700,1261.1000,239.0,5714.00,4.517,0.8490,15.164,13.886
4917,K03862.02,,FALSE POSITIVE,119.690370000000,0.581000,14.20000,386.5000,345.0,5714.00,4.517,0.8490,15.164,13.886
4918,K03863.01,,FALSE POSITIVE,53.557829800000,17.264800,14.01200,5327.0000,1076.0,7643.00,3.639,3.6180,11.142,10.457
4919,K03864.01,,CANDIDATE,1.210693282000,3.206800,1.94850,176.3000,1356.0,5019.00,4.546,0.7470,12.914,11.489
4920,K03864.02,,CANDIDATE,18.257404300000,0.115500,3.44600,143.6000,549.0,5019.00,4.546,0.7470,12.914,11.489
4921,K03865.01,,FALSE POSITIVE,3.255196243000,1.051800,4.09540,234.5000,1380.0,6197.00,4.360,1.0980,13.088,11.980
4922,K03866.01,,FALSE POSITIVE,2.531154175000,1.227300,20.04100,17223.8000,1109.0,5339.00,4.599,0.7580,15.209,13.812
4923,K03867.01,,CANDIDATE,0.938750770000,0.117500,1.39010,282.4000,1796.0,5825.00,4.516,0.9230,14.860,13.655
4924,K03868.01,,FALSE POSITIVE,2.992707033000,0.013800,1.23630,384.2000,2327.0,5908.00,3.497,3.9150,13.957,12.616
4925,K03869.01,,FALSE POSITIVE,6.128088170000,0.827700,2.00400,2097.0000,1563.0,7229.00,4.098,1.7910,13.186,12.343
4926,K03870.01,,FALSE POSITIVE,23.627299000000,1.532600,11.37500,12775.0000,560.0,5305.00,4.477,0.8570,16.375,14.843
4927,K03871.01,,FALSE POSITIVE,0.716709586000,2.370800,0.79920,873.9000,3127.0,5173.00,3.471,2.7420,12.224,10.697
4928,K03872.01,,FALSE POSITIVE,2.248064510000,1.414600,5.06420,864.8000,1606.0,6308.00,4.353,1.1530,14.434,13.251
4929,K03873.01,,FALSE POSITIVE,63.328904200000,0.003200,43.81400,3512.6000,1116.0,5143.00,2.777,9.2940,10.420,8.940
4930,K03874.01,,FALSE POSITIVE,1.466535676000,0.918900,0.91050,1445.5000,1672.0,5888.00,4.387,1.0200,15.446,14.158
4931,K03875.01,,CANDIDATE,8.870417153000,79.887600,1.22890,877.0000,1151.0,6022.00,4.027,1.5140,13.579,12.309
4932,K03876.01,,CANDIDATE,19.577765700000,0.013900,1.96600,424.0000,755.0,5839.00,4.247,1.1730,12.624,11.456
4933,K03877.01,,FALSE POSITIVE,3.044688660000,1.476000,9.97900,336.7000,1131.0,5637.00,4.564,0.8210,14.506,13.241
4934,K03878.01,,CANDIDATE,70.967460300000,0.047400,6.89920,816.6000,460.0,5900.00,4.379,1.0020,12.720,11.622
4935,K03878.02,,CANDIDATE,15.357337900000,73.960200,2.23600,126.4000,766.0,5900.00,4.379,1.0020,12.720,11.622
4936,K03879.01,,FALSE POSITIVE,0.867720009000,1.275000,4.66950,6085.9000,2107.0,6220.00,4.398,1.0560,14.445,13.272
4937,K03880.01,,CANDIDATE,1.803701324000,0.346600,1.51460,75.3000,1782.0,6438.00,4.330,1.1660,10.762,9.792
4938,K03881.01,,FALSE POSITIVE,0.841121870000,1.087100,2.04310,75070.0000,1514.0,5048.00,4.571,0.7070,16.055,14.520
4939,K03882.01,,FALSE POSITIVE,0.828326025000,1.329200,1.42721,10718.0000,1845.0,5400.00,4.382,0.9780,15.044,13.600
4940,K03883.01,,FALSE POSITIVE,1.219322123000,0.368400,4.68070,467196.0000,1569.0,5455.00,4.458,0.8970,16.400,14.999
4941,K03884.01,,FALSE POSITIVE,2.112399362000,2.314200,2.51350,1067.7000,1236.0,5578.00,4.589,0.7640,14.811,13.631
4942,K03885.01,,FALSE POSITIVE,1.870990944000,8.609200,1.83410,806.5000,1721.0,6429.00,4.378,1.1450,15.546,14.441
4943,K03886.01,,CANDIDATE,5.566506330000,0.813200,8.91100,598.7000,2663.0,4781.00,2.562,12.5360,9.837,8.159
4944,K03887.01,,FALSE POSITIVE,1.241483342000,1.225900,2.30180,397.7000,1849.0,6146.00,4.393,1.0560,13.482,12.397
4945,K03888.01,,FALSE POSITIVE,0.955297129000,4.002500,1.70240,909.6000,1551.0,5319.00,4.548,0.7340,15.450,14.089
4946,K03889.01,,FALSE POSITIVE,280.488970000000,97.974200,30.16000,437.3000,268.0,5869.00,4.528,0.8920,13.608,12.417
4947,K03890.01,,CANDIDATE,152.827700000000,0.166000,22.14600,1939.3000,734.0,4991.00,2.933,7.5060,13.226,11.575
4948,K03891.01,,CANDIDATE,47.109813600000,97.094600,5.87600,653.8000,751.0,5258.00,3.597,2.7800,13.731,12.295
4949,K03892.01,,CANDIDATE,2.416601183000,0.042900,1.96560,84.5000,1309.0,5812.00,4.513,0.9230,12.737,11.572
4950,K03893.01,,CANDIDATE,3.908632005000,0.826800,1.84270,944.5000,788.0,4518.00,4.613,0.6530,15.646,13.928
4951,K03894.01,,FALSE POSITIVE,1.673664736000,0.931900,1.71580,326.9000,1720.0,6437.00,4.439,1.0420,14.576,13.543
4952,K03895.01,,FALSE POSITIVE,5.937183830000,2.888100,5.19720,45310.0000,1005.0,5780.00,4.438,1.0000,18.358,
4953,K03896.01,,FALSE POSITIVE,3.890488350000,0.960100,8.83700,447.6000,1106.0,5646.00,4.449,0.8960,15.204,13.849
4954,K03897.01,,FALSE POSITIVE,16.828254200000,0.707100,39.09800,655.3000,668.0,5575.00,4.496,0.9720,14.889,13.625
4955,K03898.01,,FALSE POSITIVE,1.306722486000,1.216600,6.37540,13095.2000,1170.0,4651.00,4.612,0.6570,15.984,14.241
4956,K03899.01,,FALSE POSITIVE,0.796720248000,0.801100,4.06803,215472.0000,1961.0,5780.00,4.438,1.0000,17.656,
4957,K03900.01,,FALSE POSITIVE,359.064210000000,1.217500,15.52900,1189.9000,300.0,6422.00,4.369,1.1730,13.906,12.895
4958,K03901.01,,CANDIDATE,160.129918000000,0.634400,13.17600,1146.4000,338.0,6075.00,4.510,0.9160,15.130,13.927
4959,K03902.01,,FALSE POSITIVE,2.696356560000,0.978600,4.64000,207.5000,1288.0,5418.00,4.335,1.0510,14.544,13.204
4960,K03903.01,,FALSE POSITIVE,2.553923875000,1.372400,10.08700,2444.4000,1352.0,5993.00,4.489,0.9860,15.755,14.537
4961,K03904.01,,FALSE POSITIVE,8.567552350000,1.347600,5.39200,995.2000,972.0,6212.00,4.420,1.0540,14.943,13.785
4962,K03905.01,,FALSE POSITIVE,1.061934456000,1.398600,3.21510,909.6000,1105.0,4304.00,4.675,0.5660,15.454,13.598
4963,K03906.01,,FALSE POSITIVE,2.406573239000,1.070700,3.35090,838.2000,1482.0,6173.00,4.429,1.1080,15.420,14.318
4964,K03907.01,,CANDIDATE,28.643308000000,1.937500,1.33000,611.8000,829.0,6498.00,4.081,1.5890,12.642,11.519
4965,K03908.01,,CANDIDATE,59.362719900000,0.086300,14.04000,228.6000,876.0,5897.00,3.455,4.0150,12.070,10.836
4966,K03909.01,,CANDIDATE,247.860005000000,0.917300,19.47400,1037.0000,305.0,6351.00,4.513,0.9210,14.948,13.883
4967,K03910.01,,FALSE POSITIVE,2.199074141000,1.710900,6.10100,891.3000,1185.0,5308.00,4.555,0.7970,15.339,13.941
4968,K03911.01,,CANDIDATE,1.791110205000,0.246500,2.09800,191.3000,1548.0,6040.00,4.469,0.9990,14.496,13.397
4969,K03912.01,,FALSE POSITIVE,7.772438920000,0.961300,6.54100,572.3000,939.0,6014.00,4.486,0.9930,15.327,14.218
4970,K03913.01,,CANDIDATE,0.582895567000,0.095700,0.77060,602.7000,2345.0,6263.00,4.460,1.0090,14.972,13.860
4971,K03914.01,,FALSE POSITIVE,12.425345000000,0.888000,20.76700,992.2000,554.0,4622.00,4.608,0.6900,15.889,14.137
4972,K03915.01,,FALSE POSITIVE,2.189092801000,1.327500,5.31030,1287.5000,1177.0,5396.00,4.599,0.7660,15.875,14.567
4973,K03916.01,,CANDIDATE,5.339056860000,0.070300,1.65070,790.4000,817.0,5057.00,4.573,0.7040,15.362,13.799
4974,K03917.01,,FALSE POSITIVE,0.695953199000,0.377400,1.41800,260.0000,2723.0,6731.00,4.251,1.4050,13.496,12.507
4975,K03918.01,,FALSE POSITIVE,0.948950737000,0.974300,4.20160,423424.0000,1855.0,5780.00,4.438,1.0000,18.241,16.690
4976,K03919.01,,FALSE POSITIVE,19.370696930000,1.630700,2.24590,659.8000,1256.0,5301.00,3.311,5.0370,12.956,11.470
4977,K03920.01,,FALSE POSITIVE,14.469910250000,0.962100,7.57800,1296.7000,1713.0,4735.00,2.715,9.0430,14.962,13.022
4978,K03921.01,,FALSE POSITIVE,1.278555313000,0.979000,1.42520,1557.5000,1509.0,5637.00,4.564,0.8210,15.643,14.304
4979,K03922.01,,FALSE POSITIVE,66.154301800000,0.833900,5.86100,12381.0000,468.0,6077.00,4.471,0.9990,15.520,14.312
4980,K03923.01,,CANDIDATE,158.322360200000,1.746900,2.33100,5288.0000,211.0,4340.00,4.670,0.5720,15.557,13.723
4981,K03924.01,,FALSE POSITIVE,1.592633411000,0.769100,7.58000,158428.0000,2249.0,6572.00,4.053,1.7220,14.915,13.722
4982,K03925.01,,CANDIDATE,9.207798900000,0.743400,2.88920,1203.4000,972.0,5678.00,4.215,1.3030,14.026,12.798
4983,K03925.02,,CANDIDATE,2.590443400000,0.107100,2.16180,348.6000,1484.0,5678.00,4.215,1.3030,14.026,12.798
4984,K03925.03,,CANDIDATE,5.322740600000,0.064300,2.57100,347.3000,1167.0,5678.00,4.215,1.3030,14.026,12.798
4985,K03926.01,,FALSE POSITIVE,0.831741677000,1.256000,2.27820,1432.4000,2207.0,6362.00,4.408,1.1440,15.610,14.490
4986,K03927.01,,FALSE POSITIVE,4.447393700000,0.784000,11.66500,92.7000,1068.0,5472.00,4.382,0.9810,14.016,12.693
4987,K03928.01,,CANDIDATE,1.138543376000,0.198800,2.09220,67.7000,2414.0,6522.00,4.089,1.5280,13.194,12.142
4988,K03929.01,,FALSE POSITIVE,121.060524300000,0.955800,3.22500,1456.5000,1792.0,3942.00,1.101,60.6880,13.353,10.504
